               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 521,            0.021351,            0.033891,                   0,             0.97327,             0.90476,             0.97253,             0.66237,            0.030677,            0.068646,                   0,             0.00142,             0.00142,             0.00142
                 522,            0.020893,             0.03418,                   0,              0.9734,             0.90476,             0.97161,             0.66967,            0.030651,            0.068685,                   0,           0.0014035,           0.0014035,           0.0014035
                 523,            0.024102,             0.03095,                   0,             0.97305,             0.90476,             0.97239,             0.67171,            0.030625,            0.068336,                   0,            0.001387,            0.001387,            0.001387
                 524,            0.021357,            0.031993,                   0,             0.97305,             0.90476,             0.97239,             0.67171,            0.030625,            0.068336,                   0,           0.0013705,           0.0013705,           0.0013705
                 525,            0.025024,            0.049143,                   0,             0.97382,             0.90476,              0.9688,             0.66604,            0.030675,            0.068401,                   0,            0.001354,            0.001354,            0.001354
                 526,            0.018496,            0.033322,                   0,             0.97362,             0.90476,             0.97154,             0.67484,            0.030499,             0.06804,                   0,           0.0013375,           0.0013375,           0.0013375
                 527,            0.022375,             0.03389,                   0,             0.97228,             0.90476,             0.96957,             0.67486,            0.030528,            0.068092,                   0,            0.001321,            0.001321,            0.001321
                 528,            0.021237,            0.034749,                   0,             0.97228,             0.90476,             0.96957,             0.67486,            0.030528,            0.068092,                   0,           0.0013045,           0.0013045,           0.0013045
                 529,            0.019266,            0.035698,                   0,             0.97197,             0.90476,             0.97086,             0.67266,            0.030508,            0.067911,                   0,            0.001288,            0.001288,            0.001288
                 530,            0.021111,            0.031282,                   0,             0.97217,             0.90476,             0.97028,             0.67259,            0.030733,            0.067769,                   0,           0.0012715,           0.0012715,           0.0012715
                 531,            0.020735,            0.036547,                   0,             0.97325,             0.90476,             0.96913,             0.67215,            0.030469,            0.067305,                   0,            0.001255,            0.001255,            0.001255
                 532,            0.018351,            0.030262,                   0,             0.97325,             0.90476,             0.96913,             0.67215,            0.030469,            0.067305,                   0,           0.0012385,           0.0012385,           0.0012385
                 533,            0.024759,            0.054725,                   0,             0.97338,             0.90476,             0.96875,             0.67077,             0.03034,            0.067408,                   0,            0.001222,            0.001222,            0.001222
                 534,            0.021792,            0.029811,                   0,             0.97357,             0.90476,             0.96882,             0.66804,            0.030492,             0.06764,                   0,           0.0012055,           0.0012055,           0.0012055
                 535,            0.033437,            0.049766,                   0,              0.9741,             0.90476,             0.96908,             0.66118,            0.030661,            0.067988,                   0,            0.001189,            0.001189,            0.001189
                 536,             0.02616,             0.05105,                   0,              0.9741,             0.90476,             0.96908,             0.66118,            0.030661,            0.067988,                   0,           0.0011725,           0.0011725,           0.0011725
                 537,            0.022512,            0.037658,                   0,              0.9742,             0.90476,             0.97042,             0.66513,             0.03063,            0.068517,                   0,            0.001156,            0.001156,            0.001156
                 538,            0.021552,            0.033805,                   0,             0.97426,             0.90476,             0.97074,             0.66084,            0.030617,            0.068955,                   0,           0.0011395,           0.0011395,           0.0011395
                 539,            0.022132,            0.041315,                   0,             0.97433,             0.90387,             0.96933,             0.66375,            0.030629,            0.068453,                   0,            0.001123,            0.001123,            0.001123
                 540,               0.017,            0.029497,                   0,             0.97433,             0.90387,             0.96933,             0.66375,            0.030629,            0.068453,                   0,           0.0011065,           0.0011065,           0.0011065
                 541,            0.022507,            0.034761,                   0,             0.97432,             0.90345,             0.97227,             0.66715,            0.030471,            0.068324,                   0,             0.00109,             0.00109,             0.00109
                 542,            0.021497,            0.035217,                   0,             0.97432,              0.9033,             0.97135,              0.6605,             0.03033,            0.068143,                   0,           0.0010735,           0.0010735,           0.0010735
                 543,            0.021657,            0.040801,                   0,             0.97429,             0.90216,             0.96927,             0.66384,             0.03048,            0.068427,                   0,            0.001057,            0.001057,            0.001057
                 544,            0.024069,            0.047563,                   0,             0.97429,             0.90216,             0.96927,             0.66384,             0.03048,            0.068427,                   0,           0.0010405,           0.0010405,           0.0010405
                 545,            0.018766,            0.030948,                   0,             0.97425,             0.90091,             0.96959,             0.65965,            0.030486,            0.068814,                   0,            0.001024,            0.001024,            0.001024
                 546,            0.027934,            0.059919,                   0,             0.97426,              0.9011,             0.97017,             0.66064,            0.030471,             0.06893,                   0,           0.0010075,           0.0010075,           0.0010075
                 547,            0.016824,            0.029489,                   0,             0.97422,             0.90001,             0.96937,             0.66138,            0.030146,            0.069523,                   0,            0.000991,            0.000991,            0.000991
                 548,            0.022238,            0.052902,                   0,             0.97422,             0.90001,             0.96937,             0.66138,            0.030146,            0.069523,                   0,           0.0009745,           0.0009745,           0.0009745
                 549,            0.019943,            0.026245,                   0,             0.97424,             0.90067,             0.96771,             0.66785,            0.030117,            0.069484,                   0,            0.000958,            0.000958,            0.000958
                 550,            0.024159,            0.045716,                   0,             0.97434,             0.90405,             0.96595,             0.65447,            0.030288,            0.069046,                   0,           0.0009415,           0.0009415,           0.0009415
                 551,            0.021591,            0.031139,                   0,              0.9743,             0.90264,             0.96659,             0.65606,            0.030717,            0.069329,                   0,            0.000925,            0.000925,            0.000925
                 552,            0.020209,            0.031188,                   0,              0.9743,             0.90264,             0.96659,             0.65606,            0.030717,            0.069329,                   0,           0.0009085,           0.0009085,           0.0009085
                 553,            0.022945,            0.049435,                   0,             0.97433,             0.90365,             0.96513,             0.65762,            0.030879,            0.069149,                   0,            0.000892,            0.000892,            0.000892
                 554,            0.018882,             0.02661,                   0,             0.97435,             0.90431,             0.96346,             0.65847,            0.030838,            0.069252,                   0,           0.0008755,           0.0008755,           0.0008755
